#,Product Name,ASIN,Brand,Category,Price (£),Rank,Mo. Sales,Revenue (£),Reviews,First review date,Rating,Weight (lbs),Url
72,"O'Neal Mayhem Rizer MTB Fahrrad Handschuhe DH Downhill All Mountain Bike MX Cross, 0385, Farbe Grau, Größe S",B07F2PCMWR,O'Neal,Automotive,29,431522,1,29,0,--,4.4,0.12,https://www.amazon.co.uk/dp/B07F2PCMWR/
73,Islero All Weather Pure Leather Motorbike Gloves motorcycle Bike Working Wheelchair,B07FF1QSFX,Islero,--,9.99,N/A,,,5,,4.6,1,https://www.amazon.co.uk/dp/B07FF1QSFX/
74,MTCTK Adult ROCKSTAR motocross helmet gifts goggles mask gloves moto racing full face helmet for man and woman,B07TLL3PMK,MTCTK,--,44.88,N/A,,,6,,4.2,N/A,https://www.amazon.co.uk/dp/B07TLL3PMK/
75,0399K-803 - Oneal Element Kids Racewear 2015 Motocross Gloves M Blue,B00N43227O,Oneal,Sports & Outdoors,16.95,106159,21,356,2,,3.0,0.08,https://www.amazon.co.uk/dp/B00N43227O/
76,"ZJRA Adult Rockstar Motocross Helmet,MX Motorcycle Helmet Dirt Bike ATV Scooter DOT Certified Motorbike Helmet with Goggles Gloves Mask,L58~59cm",B07WFRRP7V,ZJRA,Automotive,0,34207,8,,0,--,4.7,N/A,https://www.amazon.co.uk/dp/B07WFRRP7V/
77,"Viper Motorbike Gloves Short Summer Knuckle Protection , Black, XL",B00R0C61VS,GearX,Automotive,0,28441,10,,1,,5.0,0.13,https://www.amazon.co.uk/dp/B00R0C61VS/
78,"GES Motorbike Gloves, Men Full Finger Motorcycle Gloves Touch Screen ATV Riding Motocross Racing Gloves (Brown, L)",B07MBFVJB3,GES,Automotive,12.99,67005,4,52,57,,4.3,0.12,https://www.amazon.co.uk/dp/B07MBFVJB3/
79,2013 O'NEAL ELEMENT MOTOCROSS MX GLOVES ADULT RED bmx mtb,B008M8SYD2,O'Neal,Sports & Outdoors,17.99,123821,20,360,192,,4.3,0.28,https://www.amazon.co.uk/dp/B008M8SYD2/
80,Leopard LEO-X18 Children Kids MX Motocross Motorcycle Motorbike Helmet & Gloves - Skull M (51-52cm),B07VXDSNB8,Leopard,--,37.99,N/A,,,0,--,4.4,N/A,https://www.amazon.co.uk/dp/B07VXDSNB8/
81,Adult Motocross Helmet Off Road Motorcycle Helmet ATV Cross Dot Helmets Motocross Bike Enduro Sport Glove with Storm Mask and Glasses (8 Style),B07P964XWH,MME,--,58.43,N/A,,,0,--,4.4,N/A,https://www.amazon.co.uk/dp/B07P964XWH/
82,BOOM Prime Winter Thermal Motorcycle Motorbike Gloves Leather Waterproof Windproof Full Finger Motocross Bike Riding MTB Sports Wheelchair Driving Gloves for Men (Large),B07ZN3VQMV,BOOM Prime,Automotive,7.99,176411,2,16,0,--,4.0,N/A,https://www.amazon.co.uk/dp/B07ZN3VQMV/
83,WTACTFUL Motorcycle Gloves Touch Screen Gloves Motorbike ATV Riding Hunting Hiking Climbing Full Finger Gloves for Men,B0774JV9ZM,WTACTFUL,--,14.99,N/A,,,97,,4.4,N/A,https://www.amazon.co.uk/dp/B0774JV9ZM/
84,"Naponior Adult Motocross Helmet, Motorcycle Helmet with Goggles Gloves Mask Outdoor Sports Helmet Full Face Motorbike Crash Helmet for Downhill Off Road MTB Quad Bike Enduro Racing,B,XL",B085TNQ9XJ,Naponior,Automotive,42.99,7534,37,1591,0,--,5.0,N/A,https://www.amazon.co.uk/dp/B085TNQ9XJ/
85,"JET Motorcycle Motorbike Gloves Summer Vented Hard Knuckle Touch Screen Gloves Men ATV Riding ECCO (XS, Orange)",B07Z3NCX8F,Jet,Automotive,9.99,316655,1,10,70,,4.2,0.13,https://www.amazon.co.uk/dp/B07Z3NCX8F/
86,Bruce Dillon 2018 Naughty Fox Mx Racing Orange Gloves Enduro Racing Motocross Dirt Bike Motorcycle Cycling Glove Orange S,B07ZVPPW7Q,Bruce Dillon,Automotive,27.99,35718,8,224,0,--,4.4,N/A,https://www.amazon.co.uk/dp/B07ZVPPW7Q/
87,VIPER MOTO HANDLEBAR SCOOT MUFFS MOTORBIKE THERMAL HAND PROTECTOR WINDPROOF UNIVERSAL MITTS WARMER GLOVES ALL YEAR GRIP COVERS,B07GS9ZX3C,VIPER Rider,Automotive,14.95,18113,16,239,1,,5.0,0.32,https://www.amazon.co.uk/dp/B07GS9ZX3C/
88,"Full Finger Goatskin Leather Motorcycle Motorbike Gloves Touchscreen Motorbike Riding Gloves For Men (Non-Perforated,L)",B07KWYCVJL,Superbike,Automotive,20.99,56050,5,105,21,,4.0,0.15,https://www.amazon.co.uk/dp/B07KWYCVJL/
89,Alpinestars Scheme Textile Motorcycle Gloves,B007IYDL5W,Alpinestars,--,44.99,N/A,,,3,,4.8,0.5,https://www.amazon.co.uk/dp/B007IYDL5W/
90,"Ladies Cow Hide Leather Full Finger Summer Motorbike Mountain Bike knuckle Protection Racing Gloves 9001 LDY (9001 Purple LDY, XS)",B07D8WTQM8,ADM,Automotive,0,93262,3,,25,,4.2,0.1,https://www.amazon.co.uk/dp/B07D8WTQM8/
91,"LN Lna Namaa Mens Classic Driving Gloves Genuine Soft Leather Dress Fashion Motor Bike Glove Vintage Style LN101 (Medium, Brown)",B017KTJZTU,LN Lna Namaa,Automotive,12.95,154539,2,26,2,,5.0,N/A,https://www.amazon.co.uk/dp/B017KTJZTU/
92,INBIKE Motorcycle Gloves Leather Motorbike All Season Full Finger Breathable Racing Touch Screen Glove IM801,B07VVJ2Q29,INBIKE,--,29.99,N/A,,,168,,3.9,N/A,https://www.amazon.co.uk/dp/B07VVJ2Q29/
93,RST 2105 Jet City CE Approved Leather Motorcycle Bike Gloves - Black XL,B079NJ2N7H,RST,Automotive,29.99,209758,1,30,8,,3.8,0.28,https://www.amazon.co.uk/dp/B079NJ2N7H/
94,Thermal Motorbike Motorcycle Leather Gloves Waterproof Protection Winter Summer,B01MTZTH5V,NORMAN,--,9.99,N/A,,,317,,4.2,N/A,https://www.amazon.co.uk/dp/B01MTZTH5V/
95,"O'Neal Mayhem Rizer MTB Fahrrad Handschuhe DH Downhill All Mountain Bike MX Cross, 0385, Farbe Weiß, Größe 2XL",B07F2PJG9P,O Neal,Automotive,29,51598,6,174,0,--,4.7,0.09,https://www.amazon.co.uk/dp/B07F2PJG9P/
96,Richa Judy GTX Gore-Tex Waterproof Touring Motorbike Motorcycle Gloves - Black,B073X2NTQ6,Richa,--,74.99,N/A,,,0,--,3.3,0.33,https://www.amazon.co.uk/dp/B073X2NTQ6/
