#,Product Name,ASIN,Brand,Category,Price (£),Rank,Mo. Sales,Revenue (£),Reviews,First review date,Rating,Weight (lbs),Url
76,"COSTWAY Baby Safety Playpen, Hearth Gate, Metal Fire Gate with Automatically Close Door, Room Divider, 305cm Fireplace/Pet Fence",B071WC2Q5W,COSTWAY,Baby Products,78.95,8206,30,2369,65,Aug 3 2017,4.1,9.5,https://www.amazon.co.uk/dp/B071WC2Q5W/
77,6 x Cow & Gate Carrot & Lamb Baby Food Hot Pot 125ml 4-6 Months,B086H126HH,KRISP,Grocery,12.5,29697,,,0,--,5.0,0.8,https://www.amazon.co.uk/dp/B086H126HH/
78,Safety 1st U-Pressure Barrier Metal&nbsp;–&nbsp;White,B0177W8HBW,Safety 1st,Baby Products,0,19741,12,,1796,,4.5,4.5,https://www.amazon.co.uk/dp/B0177W8HBW/
79,"Dreambaby Denver 3 Panel Safety Adapta-Gate (Fits 85.5- 200cm), Black, Mesh/Metal",B075KNRNXL,Dreambaby,Baby Products,48.99,1770,187,9161,83,Jan 9 2018,4.1,7.9,https://www.amazon.co.uk/dp/B075KNRNXL/
80,Wall Nanny Mini - Baby Gate Wall Protector (4 Pack) for Dog & Pet Gates - Small Low-Profile Saver - Perfect in Doorways - Cups Protect & Guard Walls from Kid Child Safety Pressure Gates - White,B073XNMDNX,Wall Nanny,Baby Products,14.95,1652,199,2975,839,Jun 1 2018,4.6,0.09,https://www.amazon.co.uk/dp/B073XNMDNX/
81,"DreamBaby Hallway Security Baby Gate, Black, 7.98 kg",B00859RKQU,Dreambaby,Baby Products,67.99,17949,14,952,177,Dec 14 2012,4.5,7.98,https://www.amazon.co.uk/dp/B00859RKQU/
82,"BabyDan Wide Pressure Safety Gate, 86 - 93.3 cm",B00VV7MAOU,BabyDan,Baby Products,42.99,2375,140,6019,226,Aug 27 2015,4.3,5.1,https://www.amazon.co.uk/dp/B00VV7MAOU/
83,"Carkio Baby Gate Wall Protector, Safety Wall Bumpers Guard for Pet & Dog & Child Pressure Mounted Stair Safety Gate, 4 Pack",B085PW9T6X,Carkio,Baby Products,12.16,119000,2,24,0,--,1.0,N/A,https://www.amazon.co.uk/dp/B085PW9T6X/
84,BabyDan Flexifit Wooden Safety Gate (White),B00LXA43A4,BabyDan,Baby Products,0,14344,17,,71,May 19 2015,3.9,3.2,https://www.amazon.co.uk/dp/B00LXA43A4/
85,"Callowesse® Saluki Tall Narrow Pet Gate. Pressure Fit 96cm Tall Stair Gate, Use Around The Home, Red/Green Locking Indicators. White Steel. (Saluki 65-72cm)",B082WFGDT5,Callowesse,Baby Products,44.99,10939,22,990,29,Dec 22 2019,4.5,5.28,https://www.amazon.co.uk/dp/B082WFGDT5/
86,"Safetots Extra Wide Hallway Gate, 97-103 cm, White",B011777J5I,Safetots,Baby Products,39.95,8177,30,1199,49,,4.3,4.8,https://www.amazon.co.uk/dp/B011777J5I/
87,"Dreambaby Installation Kit (White, 4 Piece)",B0161AHL7M,Dreambaby,Baby Products,10.99,1391,230,2528,61,Mar 3 2016,4.6,0.3,https://www.amazon.co.uk/dp/B0161AHL7M/
88,BabyDan Avantgarde Baby Safety Stair Gate Cherry Wood and Black All Widths (71.3cm-77.6cm),B00TSK1LOM,BabyDan,Baby Products,41.95,38757,6,252,25,Dec 9 2016,3.8,3.04,https://www.amazon.co.uk/dp/B00TSK1LOM/
89,"BabyDan Extra Tall Extending Safety Gate, White",B002QERORK,BabyDan,Baby Products,34.99,1467,220,7698,182,Mar 13 2010,4.4,6.08,https://www.amazon.co.uk/dp/B002QERORK/
90,Safetots Wide Walkthrough Wooden Stair Gate All Widths (69.1cm - 75.8cm),B07HJCXV42,Safetots,Baby Products,36.95,14264,17,628,2,,3.0,4.8,https://www.amazon.co.uk/dp/B07HJCXV42/
91,"Safetots Extra Tall Screw Fitted Pet Safety Gate, White",B0108G8S4U,Safetots,Baby Products,42.4,5655,43,1823,7,Oct 18 2015,4.3,5.1,https://www.amazon.co.uk/dp/B0108G8S4U/
92,"Dreambaby Royale Converta 3 in 1 Playpen, fireguard, and Room Divider (fits up to 3.8m) White",B00KWAQ3RC,Dreambaby,Baby Products,0,1341,237,,299,Dec 9 2014,4.5,10,https://www.amazon.co.uk/dp/B00KWAQ3RC/
93,"Bettacare Easy Fit Gate Pressure Fitted Stair Gate 75cm - 148cm (87.9cm - 95.9cm, White)",B01DPB70US,Bettacare,Baby Products,39.9,36958,7,279,46,May 6 2017,4.1,N/A,https://www.amazon.co.uk/dp/B01DPB70US/
94,"Safetots Extra Tall Safety Gate Matt Black, Narrow 68.5cm to 75cm",B07YDYB8B2,Safetots,Baby Products,34.95,33393,7,245,1,,5.0,N/A,https://www.amazon.co.uk/dp/B07YDYB8B2/
95,IB-Style - Safety Gate/Safety Barrier/Stove & Fire Guard CATO Metall Black - 5 x 60 cm = 3 m - Double Locked,B072XHF8Q5,IB-Style,Baby Products,0,11198,22,,230,Jul 30 2017,4.3,7.8,https://www.amazon.co.uk/dp/B072XHF8Q5/
96,"Stork Extra-Wide Safety Gate 97-108cm - White, Pressure Fit Stair Gate Suitable for Babies, Toddlers and Pets",B00QS04NLI,Stork,--,49.99,N/A,,,7,Sep 15 2015,5.0,6.74,https://www.amazon.co.uk/dp/B00QS04NLI/
